Column1,Column2
34.67,939.0953
34.68,1037.149
34.69,777.851
34.7,678.8781
34.71,931.1036
34.72,893.459
34.73,1108.93
34.74,934.0167
34.75,951.3267
34.76,980.1163
34.77,898.7531
34.78,870.2875
34.79,969.5843
34.8,1047.182
34.81,966.123
34.82,951.0474
34.83,979.3036
34.84,850.4838
34.85,866.2028
34.86,849.5561
34.87,829.0938
34.88,669.8988
34.89,800.7682
34.9,834.0616
34.91,866.6667
34.92,865.3695
34.93,802.4349
34.94,930.7733
34.95,784.6559
34.96,866.6667
34.97,867.116
34.98,899.7952
34.99,882.5939
35,816.8316
35.01,833.1883
35.02,816.4164
35.03,784.7016
35.04,999.8293
35.05,966.4048
35.06,899.8177
35.07,833.3333
35.08,833.3391
35.09,849.9859
35.1,800.102
35.11,833.2256
35.12,982.6695
35.13,850.7491
35.14,750.6811
35.15,931.866
35.16,867.2797
35.17,833.6796
35.18,816.8597
35.19,915.3895
35.2,850.9309
35.21,850
35.22,964.7596
35.23,901.1692
35.24,801.8729
35.25,701.992
35.26,748.9445
35.27,880.3598
35.28,720.582
35.29,749.1772
35.3,847.4127
35.31,1028.372
35.32,968.5502
35.33,934.3148
35.34,787.9282
35.35,751.0607
35.36,830.5824
35.37,849.43
35.38,898.2305
35.39,948.1711
35.4,805.6651
35.41,880.087
35.42,963.3213
35.43,1030.578
35.44,793.9637
35.45,847.0861
35.46,850
35.47,786.4057
35.48,830.9697
35.49,849.1923
35.5,802.4824
35.51,879.0971
35.52,899.133
35.53,789.541
35.54,893.6539
35.55,915.7403
35.56,932.3872
35.57,839.1288
35.58,927.4193
35.59,948.9946
35.6,684.0953
35.61,760.3968
35.62,766.6667
35.63,860.1597
35.64,897.7915
35.65,760.116
35.66,874.1833
35.67,898.8365
35.68,776.1326
35.69,720.2756
35.7,716.6667
35.71,886.333
35.72,822.9776
35.73,785.8972
35.74,675.7782
35.75,697.3572
35.76,837.9301
35.77,727.5532
35.78,854.2418
35.79,836.1339
35.8,696.113
35.81,835.6033
35.82,895.6218
35.83,839.2497
35.84,818.1655
35.85,937.8521
35.86,950
35.87,829.1298
35.88,846.8448
35.89,850
35.9,714.5526
35.91,805.2102
35.92,816.6667
35.93,1071.508
35.94,935.3191
35.95,722.2996
35.96,819.4531
35.97,892.9813
35.98,1034.031
35.99,886.4009
36,792.4017
36.01,709.1667
36.02,833.3231
36.03,894.3821
36.04,767.0307
36.05,661.4717
36.06,767.8806
36.07,753.9025
36.08,676.5211
36.09,857.4567
36.1,912.6464
36.11,770.2977
36.12,735.3828
36.13,908.5049
36.14,1006.223
36.15,856.5244
36.16,935.1047
36.17,862.8851
36.18,893.4987
36.19,726.2408
36.2,743.381
36.21,793.3222
36.22,771.1578
36.23,838.6743
36.24,850
36.25,893.087
36.26,971.7137
36.27,1140.888
36.28,1066.542
36.29,878.5921
36.3,921.322
36.31,961.823
36.32,895.5404
36.33,883.3333
36.34,869.1472
36.35,951.666
36.36,811.0498
36.37,712.6962
36.38,671.7842
36.39,638.4901
36.4,492.6457
36.41,649.3065
36.42,823.63
36.43,765.9393
36.44,680.0471
36.45,778.4351
36.46,939.5151
36.47,924.8707
36.48,861.0168
36.49,794.4283
36.5,783.3333
36.51,852.6027
36.52,866.6667
36.53,866.6667
36.54,866.6667
36.55,1018.201
36.56,857.4116
36.57,912.8243
36.58,892.1814
36.59,773.7509
36.6,873.1049
36.61,995.6118
36.62,962.1093
36.63,868.2809
36.64,850
36.65,836.4191
36.66,792.6491
36.67,715.6237
36.68,875.7919
36.69,903.1637
36.7,886.5165
36.71,896.7974
36.72,873.1108
36.73,866.6667
36.74,1000.724
36.75,926.2435
36.76,819.7993
36.77,773.3054
36.78,766.6667
36.79,806.592
36.8,776.7996
36.81,740.1275
36.82,720.0832
36.83,756.3588
36.84,819.5118
36.85,886.1008
36.86,860.4827
36.87,942.0712
36.88,835.3304
36.89,813.1142
36.9,738.0978
36.91,847.4207
36.92,844.1653
36.93,859.4065
36.94,866.6667
36.95,736.6886
36.96,700
36.97,738.8771
36.98,685.3018
36.99,770.0287
37,864.5045
37.01,754.5182
37.02,729.5288
37.03,707.6478
37.04,635.883
37.05,821.5313
37.06,793.8406
37.07,856.0239
37.08,908.8253
37.09,865.7602
37.1,811.8782
37.11,749.2483
37.12,771.3391
37.13,732.7364
37.14,741.9265
37.15,850.8846
37.16,807.7859
37.17,808.4772
37.18,804.1141
37.19,1050.666
37.2,920.5961
37.21,725.0536
37.22,720.7593
37.23,770.7014
37.24,808.2068
37.25,816.6667
37.26,841.4629
37.27,837.6212
37.28,858.0524
37.29,767.9448
37.3,819.58
37.31,911.5084
37.32,957.8981
37.33,917.6142
37.34,826.537
37.35,800
37.36,848.8212
37.37,842.2946
37.38,784.6663
37.39,851.6993
37.4,871.2051
37.41,794.0126
37.42,742.4872
37.43,721.2628
37.44,801.0255
37.45,785.2052
37.46,766.6667
37.47,670.7182
37.48,908.7429
37.49,813.4299
37.5,804.9486
37.51,869.0833
37.52,907.1282
37.53,869.1537
37.54,778.8459
37.55,714.4806
37.56,770.9236
37.57,953.4182
37.58,969.5378
37.59,738.2659
37.6,708.7191
37.61,698.1594
37.62,765.2714
37.63,823.3725
37.64,798.3321
37.65,760.0375
37.66,738.3713
37.67,791.3812
37.68,851.4379
37.69,831.9529
37.7,735.8021
37.71,861.4609
37.72,967.8746
37.73,833.9033
37.74,743.7158
37.75,687.5081
37.76,758.1641
37.77,811.418
37.78,782.4699
37.79,743.9071
37.8,653.8087
37.81,707.3989
37.82,772.6448
37.83,772.03
37.84,856.9401
37.85,821.1445
37.86,817.0712
37.87,788.4259
37.88,721.8356
37.89,666.434
37.9,728.187
37.91,811.2686
37.92,978.0414
37.93,949.9893
37.94,733.6016
37.95,683.2225
37.96,799.4957
37.97,827.928
37.98,860.7344
37.99,883.3333
38,993.1215
38.01,940.4025
38.02,708.2821
38.03,889.7079
38.04,924.3073
38.05,768.7146
38.06,640.6151
38.07,654.2274
38.08,845.73
38.09,900.9111
38.1,797.0262
38.11,717.6919
38.12,721.5007
38.13,840.6467
38.14,985.6985
38.15,862.2404
38.16,702.6208
38.17,677.322
38.18,810.9689
38.19,893.9506
38.2,815.2136
38.21,745.5081
38.22,691.092
38.23,708.8321
38.24,891.1689
38.25,941.3198
38.26,832.7913
38.27,710.0751
38.28,739.7921
38.29,814.6159
38.3,822.9247
38.31,806.277
38.32,800
38.33,851.7585
38.34,831.6695
38.35,820.6276
38.36,802.4487
38.37,793.6093
38.38,789.743
38.39,865.2381
38.4,794.0366
38.41,818.6692
38.42,812.064
38.43,715.8546
38.44,744.1944
38.45,823.8317
38.46,759.0487
38.47,659.6528
38.48,693.7408
38.49,773.5294
38.5,769.9096
38.51,820.0787
38.52,796.7202
38.53,710.1061
38.54,673.3787
38.55,716.3453
38.56,769.8337
38.57,783.3333
38.58,763.5751
38.59,680.978
38.6,682.5405
38.61,755.957
38.62,763.7259
38.63,779.3547
38.64,751.1697
38.65,716.6667
38.66,813.9506
38.67,883.3333
38.68,854.2611
38.69,823.6614
38.7,845.626
38.71,857.0324
38.72,840.3845
38.73,804.5433
38.74,869.5341
38.75,856.8608
38.76,790.4597
38.77,716.683
38.78,771.1962
38.79,868.9678
38.8,836.0078
38.81,705.5366
38.82,708.7538
38.83,804.3018
38.84,852.1134
38.85,904.1517
38.86,905.2758
38.87,864.6658
38.88,784.795
38.89,761.222
38.9,783.3333
38.91,755.5571
38.92,816.4935
38.93,818.7843
38.94,729.8564
38.95,709.1838
38.96,808.3177
38.97,865.0405
38.98,840.8723
38.99,842.4423
39,795.4585
39.01,704.6423
39.02,675.7195
39.03,728.5041
39.04,811.744
39.05,858.9968
39.06,875.6448
39.07,892.2927
39.08,810.5928
39.09,724.4113
39.1,805.7004
39.11,830.0251
39.12,801.0654
39.13,825.514
39.14,753.8748
39.15,683.3333
39.16,630.5848
39.17,653.5156
39.18,821.7164
39.19,846.7827
39.2,765.8996
39.21,784.793
39.22,816.6667
39.23,808.0057
39.24,765.4305
39.25,690.2145
39.26,667.2103
39.27,726.2661
39.28,758.0988
39.29,724.352
39.3,691.4692
39.31,640.7726
39.32,676.442
39.33,758.475
39.34,783.5795
39.35,757.8109
39.36,716.6667
39.37,783.8721
39.38,891.9106
39.39,899.8792
39.4,783.2167
39.41,749.9586
39.42,766.7684
39.43,766.4907
39.44,808.2708
39.45,808.4144
39.46,783.5325
39.47,791.3123
39.48,792.0767
39.49,733.9541
39.5,708.1596
39.51,692.2433
39.52,691.0345
39.53,765.2913
39.54,800.4955
39.55,694.5953
39.56,680.486
39.57,750.6064
39.58,693.2753
39.59,681.9725
39.6,724.6413
39.61,741.2895
39.62,702.3738
39.63,697.5154
39.64,742.0992
39.65,741.2156
39.66,750
39.67,812.7632
39.68,828.5447
39.69,782.2837
39.7,800
39.71,761.1418
39.72,708.9135
39.73,738.6738
39.74,821.915
39.75,828.1771
39.76,775.6538
39.77,850.9387
39.78,858.2878
39.79,765.2485
39.8,730.0922
39.81,659.0792
39.82,657.5691
39.83,666.6667
39.84,726.9252
39.85,875.1393
39.86,906.7023
39.87,810.9018
39.88,775.8745
39.89,766.6667
39.9,796.355
39.91,818.5259
39.92,785.2292
39.93,774.0337
39.94,871.5175
39.95,968.6727
39.96,796.4481
39.97,585.4127
39.98,632.1447
39.99,731.1807
40,800.6708
40.01,830.5648
40.02,826.5457
40.03,840.2308
40.04,711.6789
40.05,616.6667
40.06,695.084
40.07,814.2211
40.08,875.887
40.09,912.1114
40.1,876.2776
40.11,817.4047
40.12,700.8659
40.13,640.3342
40.14,691.8958
40.15,763.9287
40.16,811.1177
40.17,815.3607
40.18,766.6667
40.19,814.9062
40.2,890.2065
40.21,824.5963
40.22,723.5033
40.23,685.6043
40.24,596.2661
40.25,614.1406
40.26,757.7349
40.27,765.4832
40.28,657.0308
40.29,689.83
40.3,656.691
40.31,653.3212
40.32,639.9879
40.33,669.9092
40.34,739.7092
40.35,786.7999
40.36,740.3392
40.37,700
40.38,713.0911
40.39,720.2786
40.4,654.4355
40.41,596.3154
40.42,661.977
40.43,752.6976
40.44,841.2629
40.45,920.4963
40.46,867.9982
40.47,784.7556
40.48,739.6974
40.49,775.384
40.5,753.3879
40.51,618.4512
40.52,616.9999
40.53,731.3678
40.54,745.8006
40.55,670.8586
40.56,650
40.57,668.6036
40.58,700
40.59,724.6602
40.6,742.0788
40.61,730.6445
40.62,789.4442
40.63,781.7217
40.64,756.0747
40.65,760.61
40.66,792.2703
40.67,800.4403
40.68,719.3486
40.69,759.3953
40.7,728.5996
40.71,773.7938
40.72,792.9449
40.73,732.2628
40.74,688.2112
40.75,696.0486
40.76,726.5664
40.77,630.7698
40.78,544.9781
40.79,578.2755
40.8,634.7185
40.81,763.4528
40.82,854.5811
40.83,731.2101
40.84,645.7161
40.85,767.5126
40.86,765.1902
40.87,644.6546
40.88,728.7362
40.89,827.501
40.9,749.6926
40.91,739.2219
40.92,855.5709
40.93,838.9017
40.94,761.1931
40.95,744.2524
40.96,772.5038
40.97,678.2974
40.98,643.7073
40.99,711.5513
41,666.6667
41.01,720.7639
41.02,822.5497
41.03,805.374
41.04,795.2424
41.05,723.3091
41.06,661.3464
41.07,718.9318
41.08,808.5363
41.09,667.5332
41.1,649.0799
41.11,693.7953
41.12,706.2404
41.13,672.9427
41.14,701.7749
41.15,811.507
41.16,794.8582
41.17,752.5893
41.18,703.7581
41.19,765.2651
41.2,754.365
41.21,670.211
41.22,726.7366
41.23,744.9828
41.24,728.334
41.25,736.593
41.26,768.442
41.27,763.0094
41.28,813.6204
41.29,751.9352
41.3,736.2375
41.31,768.7085
41.32,718.7618
41.33,712.3699
41.34,768.8683
41.35,723.7255
41.36,685.6414
41.37,683.3793
41.38,780.9189
41.39,788.2686
41.4,683.6596
41.41,609.3951
41.42,656.7327
41.43,721.3289
41.44,719.4
41.45,678.7065
41.46,680.4939
41.47,712.0753
41.48,672.5578
41.49,641.0042
41.5,718.2316
41.51,655.9367
41.52,730.1757
41.53,721.8132
41.54,644.6769
41.55,766.6667
41.56,762.2343
41.57,732.341
41.58,670.142
41.59,663.9897
41.6,750
41.61,750
41.62,745.6734
41.63,698.8615
41.64,617.1655
41.65,675.2142
41.66,721.2808
41.67,766.379
41.68,708.2247
41.69,687.5367
41.7,708.3716
41.71,712.4922
41.72,641.6987
41.73,612.5336
41.74,608.2311
41.75,625.1374
41.76,620.402
41.77,675.2076
41.78,666.1813
41.79,728.75
41.8,778.6974
41.81,808.6813
41.82,747.5567
41.83,657.0793
41.84,764.8544
41.85,866.6667
41.86,851.0462
41.87,772.7867
41.88,687.2034
41.89,657.6212
41.9,535.8423
41.91,588.5471
41.92,588.0017
41.93,746.9282
41.94,838.7043
41.95,788.7567
41.96,735.0788
41.97,661.0563
41.98,579.6379
41.99,577.7005
42,609.3456
42.01,579.6902
42.02,588.4205
42.03,681.0995
42.04,747.6965
42.05,803.5734
42.06,788.2191
42.07,693.949
42.08,743.8967
42.09,772.8221
42.1,701.9562
42.11,604.147
42.12,707.4943
42.13,762.2239
42.14,599.5826
42.15,570.7272
42.16,740.3412
42.17,813.145
42.18,736.6807
42.19,766.65
42.2,823.3953
42.21,753.6754
42.22,633.3333
42.23,630.0727
42.24,623.1533
42.25,640.322
42.26,622.4608
42.27,729.4322
42.28,786.5074
42.29,790.5297
42.3,759.4184
42.31,809.3665
42.32,859.3146
42.33,835.1604
42.34,599.1251
42.35,798.3484
42.36,710.5951
42.37,698.4259
42.38,814.6868
42.39,1021.397
42.4,934.0324
42.41,812.8284
42.42,952.9323
42.43,957.9216
42.44,931.1557
42.45,1014.403
42.46,1089.06
42.47,1125.205
42.48,1149.693
42.49,1072.29
42.5,1066.466
42.51,919.4413
42.52,1000.106
42.53,897.466
42.54,805.4515
42.55,803.5388
42.56,668.84
42.57,780.038
42.58,852.6571
42.59,853.4669
42.6,793.8245
42.61,839.5774
42.62,785.9218
42.63,800
42.64,787.2288
42.65,721.7409
42.66,767.64
42.67,871.6724
42.68,855.2563
42.69,614.812
42.7,709.8062
42.71,749.6254
42.72,674.1737
42.73,828.6681
42.74,900
42.75,876.3387
42.76,733.3333
42.77,728.6694
42.78,704.6298
42.79,717.2482
42.8,628.0707
42.81,690.9449
42.82,649.0604
42.83,734.3922
42.84,639.9713
42.85,707.4854
42.86,871.0239
42.87,895.6768
42.88,840.9316
42.89,662.4115
42.9,641.7756
42.91,706.2808
42.92,731.3107
42.93,589.702
42.94,543.2208
42.95,735.359
42.96,750
42.97,753.9835
42.98,781.3586
42.99,752.962
43,669.4085
43.01,812.8188
43.02,773.7985
43.03,696.2199
43.04,668.5398
43.05,681.4772
43.06,677.7022
43.07,763.022
43.08,729.7225
43.09,694.6344
43.1,651.7716
43.11,664.9119
43.12,665.6406
43.13,803.442
43.14,826.517
43.15,759.9178
43.16,706.6814
43.17,758.3992
43.18,686.6066
43.19,700.4689
43.2,561.2205
43.21,674.597
43.22,750
43.23,745.3428
43.24,701.5356
43.25,713.6292
43.26,677.3256
43.27,610.7261
43.28,560.2783
43.29,671.0212
43.3,713.7972
43.31,690.423
43.32,756.8586
43.33,654.1531
43.34,697.2648
43.35,678.8242
43.36,808.6623
43.37,716.6667
43.38,721.8689
43.39,783.3333
43.4,780.7992
43.41,755.0013
43.42,799.3964
43.43,596.7188
43.44,757.0656
43.45,636.8836
43.46,695.0004
43.47,847.7
43.48,806.467
43.49,666.6667
43.5,667.7666
43.51,685.4998
43.52,717.7332
43.53,731.2336
43.54,697.9336
43.55,668.6998
43.56,710.9987
43.57,876.4507
43.58,770.533
43.59,823.834
43.6,667.6
43.61,688.8333
43.62,787.8335
43.63,857.8326
43.64,699.1332
43.65,679.0825
43.66,599.1664
43.67,588.2352
43.68,681.7326
43.69,650.7838
43.7,670.5027
43.71,750
43.72,750
43.73,749.2825
43.74,731.2306
43.75,682.649
43.76,670.0057
43.77,750
43.78,749.3653
43.79,733.9515
43.8,748.1951
43.81,702.3405
43.82,769.5096
43.83,849.4479
43.84,826.3709
43.85,618.7429
43.86,685.8462
43.87,762.7781
43.88,633.3333
43.89,633.7864
43.9,650.4366
43.91,668.7675
43.92,753.6332
43.93,900
43.94,897.4046
43.95,782.2704
43.96,732.9955
43.97,716.6667
43.98,717.2767
43.99,748.8457
44,681.9726
44.01,600.5115
44.02,634.0513
44.03,684.0021
44.04,731.0618
44.05,551.5209
44.06,684.3757
44.07,782.3893
44.08,683.7562
44.09,733.2087
44.1,716.8831
44.11,750
44.12,750.3019
44.13,816.6075
44.14,799.7004
44.15,683.254
44.16,633.3738
44.17,699.9752
44.18,633.4235
44.19,633.3333
44.2,666.5563
44.21,733.0474
44.22,816.2277
44.23,551.6653
44.24,665.824
44.25,765.8467
44.26,667.5843
44.27,716.159
44.28,799.0726
44.29,767.0702
44.3,750.218
44.31,651.4056
44.32,600.7515
44.33,600
44.34,747.4531
44.35,635.4279
44.36,715.0895
44.37,683.9966
44.38,601.7394
44.39,681.5129
44.4,650.7606
44.41,828.972
44.42,557.0155
44.43,663.6646
44.44,780.218
44.45,848.1552
44.46,785.2429
44.47,831.8527
44.48,687.9207
44.49,618.7701
44.5,729.5392
44.51,862.2015
44.52,609.1885
44.53,664.305
44.54,730.9072
44.55,749.3773
44.56,669.8605
44.57,618.6313
44.58,600.671
44.59,631.9592
44.6,777.0048
44.61,687.6489
44.62,571.814
44.63,821.3109
44.64,881.0309
44.65,788.0345
44.66,735.7321
44.67,590.6741
44.68,694.1782
44.69,684.1811
44.7,699.1362
44.71,700
44.72,731.5417
44.73,701.8237
44.74,810.1718
44.75,879.5579
44.76,851.9197
44.77,912.7633
44.78,791.2679
44.79,752.0156
44.8,718.7142
44.81,669.7859
44.82,838.387
44.83,834.405
44.84,942.3865
44.85,825.4954
44.86,816.6667
44.87,770.0731
44.88,844.243
44.89,757.0039
44.9,626.1326
44.91,694.0042
44.92,622.742
44.93,740.1523
44.94,657.4811
44.95,773.2313
44.96,921.8256
44.97,825.7283
44.98,862.7355
44.99,897.3475
45,838.7018
45.01,848.642
45.02,834.7072
45.03,802.7794
45.04,769.4777
45.05,690.4401
45.06,744.2513
45.07,795.6411
45.08,845.5936
45.09,789.2718
45.1,798.4996
45.11,800
45.12,663.7881
45.13,513.9301
45.14,651.0309
45.15,681.754
45.16,758.6911
45.17,841.9456
45.18,925.2001
45.19,798.1148
45.2,813.3504
45.21,756.6955
45.22,794.9312
45.23,785.0387
45.24,917.8439
45.25,918.4034
45.26,871.9241
45.27,717.6818
45.28,759.5311
45.29,736.9325
45.3,852.1446
45.31,851.8309
45.32,820.3599
45.33,875.8842
45.34,853.7559
45.35,776.1347
45.36,810.9389
45.37,831.4084
45.38,789.155
45.39,798.0438
45.4,785.3051
45.41,798.0126
45.42,726.6819
45.43,716.6667
45.44,658.137
45.45,650
45.46,693.8036
45.47,816.6851
45.48,760.483
45.49,764.5545
45.5,752.1277
45.51,866.1869
45.52,912.3489
45.53,800.7286
45.54,797.8101
45.55,1045.84
45.56,967.7682
45.57,820.129
45.58,828.8292
45.59,1034.92
45.6,1066.667
45.61,937.3541
45.62,873.6089
45.63,981.3633
45.64,1014.322
45.65,1030.973
45.66,1061.915
45.67,1266.519
45.68,1285.74
45.69,1240.601
45.7,1219.104
45.71,1230.88
45.72,1219.135
45.73,1202.484
45.74,1370.005
45.75,1315.09
45.76,1243.455
45.77,1205.092
45.78,1200
45.79,1157.73
45.8,1220.373
45.81,1219.274
45.82,1202.623
45.83,1171.943
45.84,1180.68
45.85,1099.346
45.86,1111.298
45.87,1144.601
45.88,1122.096
45.89,1102.73
45.9,1169.606
45.91,1183.333
45.92,1308.348
45.93,1319.458
45.94,1344.386
45.95,1391.534
45.96,1109.585
45.97,1119.07
45.98,1202.327
45.99,1258.017
46,1418.117
46.01,1326.223
46.02,1217.574
46.03,1090.22
46.04,1231.153
46.05,1430.97
46.06,1398.283
46.07,1233.057
46.08,1186.354
46.09,1292.382
46.1,1234.971
46.11,1325.472
46.12,1214.145
46.13,1074.771
46.14,1321.103
46.15,1261.474
46.16,1328.007
46.17,1241.923
46.18,1189.678
46.19,1264.209
46.2,1391.047
46.21,1228.38
46.22,1143.031
46.23,1146.752
46.24,1190.211
46.25,1253.554
46.26,1333.534
46.27,1189.699
46.28,1096.627
46.29,1070.005
46.3,1186.485
46.31,1456.032
46.32,1357.271
46.33,1223.791
46.34,1226.506
46.35,1273.047
46.36,1243.665
46.37,1167.295
46.38,1229.156
46.39,1236.822
46.4,1220.171
46.41,1282.405
46.42,1234.337
46.43,1177.314
46.44,1245.283
46.45,1332.105
46.46,1323.855
46.47,1381.955
46.48,1465.214
46.49,1444.25
46.5,1355.256
46.51,1138.365
46.52,1187.197
46.53,1463.059
46.54,1442.662
46.55,1442.543
46.56,1385.384
46.57,1366.667
46.58,1211.945
46.59,1295.452
46.6,1320.47
46.61,1290.969
46.62,1309.001
46.63,1419.219
46.64,1514.021
46.65,1622.859
46.66,1816.068
46.67,1713.551
46.68,1717.646
46.69,1720.603
46.7,1729.382
46.71,1822.235
46.72,1976.855
46.73,1978.655
46.74,1814.796
46.75,1779.308
46.76,1909.596
46.77,2101.338
46.78,2275.967
46.79,2404.74
46.8,2357.93
46.81,2521.62
46.82,2595.871
46.83,2549.908
46.84,2358.219
46.85,2762.259
46.86,2916.667
46.87,2592.602
46.88,2595.377
46.89,2832.287
46.9,2949.68
46.91,2904.641
46.92,2970.067
46.93,3321.772
46.94,3458.056
46.95,3590.132
46.96,3756.652
46.97,4046.344
46.98,4428.595
46.99,4533.333
47,4680.613
47.01,4978.507
47.02,5078.911
47.03,5291.234
47.04,5268.948
47.05,5660.341
47.06,6072.565
47.07,6836.074
47.08,8080.163
47.09,9081.378
47.1,9826.014
47.11,11034.14
47.12,12553.9
47.13,15182.56
47.14,17827.03
47.15,20686.49
47.16,24924
47.17,30418.21
47.18,36849.74
47.19,44223.05
47.2,52992.71
47.21,64678.63
47.22,76748.59
47.23,91489.34
47.24,108937.6
47.25,125099.7
47.26,140836
47.27,157525.4
47.28,171992.7
47.29,178829.6
47.3,175369.4
47.31,162175.8
47.32,142553.3
47.33,120213.7
47.34,102448.7
47.35,91308.53
47.36,83107.45
47.37,80828.41
47.38,82263.42
47.39,83943.77
47.4,86995.91
47.41,89022.63
47.42,85684.01
47.43,79679.55
47.44,69870.95
47.45,57024.95
47.46,45353.84
47.47,34943.58
47.48,25986.17
47.49,19450.14
47.5,14754.77
47.51,11431.27
47.52,9461.853
47.53,8315.927
47.54,7556.958
47.55,6764.6
47.56,5926.792
47.57,5311.72
47.58,4944.159
47.59,4975.635
47.6,4793.784
47.61,4592.19
47.62,4424.835
47.63,4253.022
47.64,3972.996
47.65,3730.635
47.66,3315.692
47.67,3093.462
47.68,3055.373
47.69,3095.117
47.7,2958.957
47.71,2995.841
47.72,2802.795
47.73,2593.554
47.74,2471.542
47.75,2422.139
47.76,2439.027
47.77,2249.016
47.78,1949.271
47.79,1983.65
47.8,2105.617
47.81,2055.569
47.82,1761.479
47.83,1655.495
47.84,1633.466
47.85,1539.297
47.86,1411.691
47.87,1554.085
47.88,1727.073
47.89,1524.745
47.9,1465.894
47.91,1576.778
47.92,1638.575
47.93,1540.599
47.94,1581.668
47.95,1633.333
47.96,1524.353
47.97,1455.783
47.98,1439.13
47.99,1444.189
48,1439.158
48.01,1411.678
48.02,1324.303
48.03,1261.734
48.04,1109.784
48.05,1151.823
48.06,1302.729
48.07,1328.512
48.08,1348.856
48.09,1313.087
48.1,1229.824
48.11,1328.255
48.12,1421.348
48.13,1337.393
48.14,1230.103
48.15,1221.264
48.16,1307.661
48.17,1254.562
48.18,1136.458
48.19,1152.882
48.2,1141.083
48.21,1148.312
48.22,1219.34
48.23,1228.958
48.24,1206.16
48.25,1084.577
48.26,1142.416
48.27,1248.062
48.28,1224.861
48.29,1106.063
48.3,1091.694
48.31,1054.208
48.32,1089.438
48.33,1039.896
48.34,983.3333
48.35,993.6876
48.36,979.3192
48.37,976.9932
48.38,1003.959
48.39,954.8731
48.4,1070.943
48.41,1146.124
48.42,1102.561
48.43,1114.064
48.44,1174.253
48.45,1159.136
48.46,949.6927
48.47,925.0295
48.48,881.5866
48.49,958.9191
48.5,1131.177
48.51,1203.6
48.52,1064.873
48.53,1057.619
48.54,1106.575
48.55,1059.687
48.56,1023.269
48.57,996.5651
48.58,1023.482
48.59,1110.14
48.6,1170.019
48.61,1103.367
48.62,970.1431
48.63,956.5402
48.64,1003.243
48.65,1106.135
48.66,1037.612
48.67,860.778
48.68,859.3991
48.69,761.5938
48.7,765.3913
48.71,1040.368
48.72,947.0511
48.73,852.1532
48.74,919.6355
48.75,923.5293
48.76,916.6667
48.77,906.89
48.78,958.5784
48.79,1019.499
48.8,955.4472
48.81,997.2212
48.82,950.165
48.83,895.7512
48.84,965.0726
48.85,1048.338
48.86,1073.679
48.87,989.5441
48.88,971.8401
48.89,971.1608
48.9,1007.597
48.91,963.7273
48.92,967.0057
48.93,1064.46
48.94,1128.635
48.95,1035.622
48.96,950
48.97,959.5043
48.98,985.6481
48.99,1047.386
49,969.7708
49.01,940.0331
49.02,936.1513
49.03,815.1945
49.04,768.8185
49.05,886.6863
49.06,976.0488
49.07,936.4902
49.08,956.1304
49.09,897.2432
49.1,853.9786
49.11,911.2767
49.12,970.537
49.13,944.2757
49.14,890.7261
49.15,883.3333
49.16,818.6056
49.17,831.2998
49.18,846.4542
49.19,825.8729
49.2,897.6827
49.21,904.1036
49.22,820.8378
49.23,755.8765
49.24,733.3333
49.25,797.2104
49.26,904.6708
49.27,959.0983
49.28,866.7334
49.29,810.5474
49.3,806.1597
49.31,882.822
49.32,1038.914
49.33,928.6677
49.34,864.3696
49.35,978.2862
49.36,917.9184
49.37,815.406
49.38,800
49.39,746.3794
49.4,789.2332
49.41,875.5765
49.42,963.4013
49.43,1033.333
49.44,918.0288
49.45,825.5228
49.46,815.6479
49.47,844.1465
49.48,936.2286
49.49,983.3333
49.5,939.3881
49.51,882.4487
49.52,857.9044
49.53,815.0047
49.54,861.9521
49.55,881.0012
49.56,833.3333
49.57,781.162
49.58,785.4243
49.59,850.6702
49.6,771.4611
49.61,631.4833
49.62,686.8727
49.63,852.2526
49.64,908.0651
49.65,917.1763
49.66,899.0342
49.67,806.7368
49.68,792.7402
49.69,833.3333
49.7,841.8547
49.71,832.9841
49.72,842.1505
49.73,790.3354
49.74,725.1346
49.75,784.0606
49.76,799.5685
49.77,699.2439
49.78,759.5509
49.79,832.9263
49.8,741.3942
49.81,716.749
49.82,758.4168
49.83,749.942
49.84,716.6667
49.85,700.0244
49.86,766.4117
49.87,833.4109
49.88,808.3854
49.89,791.7321
49.9,808.097
49.91,825.0921
49.92,833.1226
49.93,874.6439
49.94,891.7987
49.95,883.3333
49.96,834.2851
49.97,799.6561
49.98,775.9261
49.99,830.951
50,884.6042
50.01,825.2251
50.02,800.4768
50.03,791.415
50.04,808.0684
50.05,808.6116
50.06,791.9583
50.07,799.3903
50.08,800.6362
50.09,767.3295
50.1,742.0114
50.11,693.4564
50.12,665.9242
50.13,659.4868
50.14,728.5601
50.15,936.3232
50.16,970.9097
50.17,835.9587
50.18,830.6283
50.19,859.7256
50.2,833.3333
50.21,841.176
50.22,795.1938
50.23,748.9658
50.24,797.8785
50.25,895.6509
50.26,1059.984
50.27,1127.851
50.28,1021.334
50.29,934.5266
50.3,986.1778
50.31,1028.116
50.32,1006.424
50.33,948.8123
50.34,903.6934
50.35,974.3239
50.36,899.2492
50.37,792.3692
50.38,790.9509
50.39,731.5612
50.4,733.5019
50.41,818.1776
50.42,739.483
50.43,674.2181
50.44,728.5623
50.45,798.3832
50.46,801.6432
50.47,783.3333
50.48,753.3923
50.49,686.7784
